"id","age","height"
"384",11.5,158.5
"384",12,161.6
"384",12.5,163.8
"384",13,165.3
"384",13.5,166.2
"384",14,166.4
"384",14.5,166.6
"384",15,167
"384",15.5,167.5
"384",16,167.7
"384",16.5,168
"384",17,168.3
"384",17.5,168.4
"384",18,168.6
"385",8,135.2
"385",8.5,138.1
"385",9,140.8
"385",9.5,144.8
"385",10,148
"385",10.5,151.3
"385",11,154.7
"385",11.5,158.4
"385",12,161.7
"385",12.5,164.2
"385",13,165.6
"385",13.5,166.4
"385",14,167
"385",14.5,167.7
"385",15,168.1
"385",15.5,168.4
"385",16,168.5
"385",16.5,168.5
"385",17,168.6
"385",17.5,168.9
"385",18,169.2
